experiments/fused-training-megakernel/NOTES.md,134,v2,architecture,hand-written SASS to unlock cuBLAS reuse,none,CLOSED-BY-ANALYSIS,disassembled kernels are frozen whole-kernel images,SASS remains a read/audit tool
experiments/fused-training-megakernel/NOTES.md,141,v2,gemm-fwd,m64n64 wgmma retile + smem-staged vectorized epilogue,nano+small,PROMOTED,nano 1.93->1.85ms; small ~9.3ms,32 accumulators; two warpgroups share B loads
experiments/fused-training-megakernel/NOTES.md,144,v2,executor,__launch_bounds__(256;2) occupancy trade,nano+small,NO-GO,nano +16% (spills 360B stack); small -7%,kept unbounded; real resolution is setmaxnreg warp spec
experiments/fused-training-megakernel/NOTES.md,148,v2,fusion,per-head qk-RMSNorm+RoPE fused into qkv gemm epilogue (bit8),nano+small,PROMOTED,kills 1 chain instr/layer,D=64 only; WG_BN==64==head_dim makes norm tile-local
experiments/fused-training-megakernel/NOTES.md,155,v2,measurement,v2 round-2 scoreboard,nano+small,MEASUREMENT,nano 1.85 vs 0.84 (2.2x); small 9.3 vs 3.0 (3.1x),
experiments/fused-training-megakernel/NOTES.md,162,v2,gemm-dx,MN-major wgmma descriptor validated (all four majors + split-K),standalone,SCAFFOLD,SBO=128B mn-group stride; LBO=k-group stride,parity-tested; first guess faulted out-of-range shared address
experiments/fused-training-megakernel/NOTES.md,170,v2,gemm-dx,route backward NN/TN gemms through wgmma,nano+small,NO-GO,nano 1.85->2.05ms; small 9.3->10.3ms,fixed costs dominate at these tile counts; reverted to NT-only; closes roadmap arithmetic
experiments/fused-training-megakernel/NOTES.md,181,v2,measurement,v2 round-3 scoreboard,nano+small,MEASUREMENT,nano 1.85 / small 9.28 vs 0.83/3.0,
experiments/fused-training-megakernel/NOTES.md,185,v2,attention-fwd,split-KV attention forward + flash-decoding combine (C=4),nano+small,VALIDATED-PARKED,nano neutral ~1.85ms; small +5%,combine chain hop + partial-tensor traffic outweigh latency saving; attn_C=1; ops retained
experiments/fused-training-megakernel/NOTES.md,208,P0,measurement,gap model correction: wait vs span decomposition,nano+small,LAW,nano 1.79ms = 243us wait (13.6%) + 1542us span (86.4%); small 16.1/83.9; hops 3.1-9us,gap is intrinsic op latency not per-instr cost x chain depth
experiments/fused-training-megakernel/NOTES.md,215,P0,attention,attention is the #1 lever at both configs,nano+small,MEASUREMENT,mk ~650us vs flash 169us nano; ~5.9ms vs ~935us small,
experiments/fused-training-megakernel/NOTES.md,217,P0,measurement,baseline per-kernel decomposition + advantage pool,nano+small,MEASUREMENT,nano 263 kernels 737/133us gap 15.3%; pool ~480-530us >= 291 stop-rule,win arithmetically OPEN
experiments/fused-training-megakernel/NOTES.md,220,P0,measurement,hardened baseline (foreach zeroing + max-autotune + manual capture),nano+small,PROMOTED,nano 828->711us; small 2987->2730us,warmup must run on side stream or AccumulateGrad breaks capture
experiments/fused-training-megakernel/NOTES.md,223,P0,rowop,5 on-path CVT hops found deletable,nano+small,NOTE,112us nano / 346us small,consumers can read fp32 workspaces (dy_f32)
experiments/fused-training-megakernel/NOTES.md,234,P1,rowop,CVT deletion (dy_f32 qknorm-bwd + head rmsnorm-bwd),nano+small,PROMOTED,1888->1833 nano; 9391->9275 small,
experiments/fused-training-megakernel/NOTES.md,235,P1,fusion,Drow fused into dOatt gemm epilogue (bit10),nano+small,PROMOTED,1841/9230,per-layer drow buffers
experiments/fused-training-megakernel/NOTES.md,236,P1,fusion,swiglu paired-column tiles (bit9),nano+small,NO-GO,+88/+297,halved gu tiles doubled per-tile serial span
experiments/fused-training-megakernel/NOTES.md,237,P1,fusion,CE/lse partials in lm_head epilogue (bit11),nano+small,PROMOTED,noise-level A/B; cheapens CE hop ~5x for free,kept on
experiments/fused-training-megakernel/NOTES.md,248,P1,fusion,rstd-producer fusion (bit12),none,CLOSED-BY-ANALYSIS,predicted negative by bit9+bit11 data points,not attempted
experiments/fused-training-megakernel/NOTES.md,252,P1,infra-process,check cuobjdump -res-usage on every device-code change,all,LAW,bit9 spilled 320B in wgmma hot path -> silent ~8% uniform slowdown,invisible in tests
experiments/fused-training-megakernel/NOTES.md,255,P1,measurement,discovery: interpreter REG:255 -> 1 block/SM (132 blocks) at committed tip,all,MEASUREMENT,claim_sz 264 heuristic stale; round-3/4 numbers were at 132 blocks,probably since round-3 four-major dispatch
experiments/fused-training-megakernel/NOTES.md,266,P2,executor,warp-spec producer/consumer prototype (ws_probe),standalone,PROMOTED,2.77-2.80us/hop NT vs flat 5.69 / WMMA 10.38; alternating-major 3.69,<=4us gate PASSED; P4 port GO (~215us over 76 hops)
experiments/fused-training-megakernel/NOTES.md,275,P2,executor,winning ws probe config (producer prefetch + producer-side completion + 2x24KB pages + no setmaxnreg),standalone,PROMOTED,producer-side completion worth 13%,plain __pipeline_wait_prior handoff
experiments/fused-training-megakernel/NOTES.md,282,P2,executor,setmaxnreg in ws probe,standalone,NO-GO,dec-to-40/56 spills producer (REG 168 / STACK 80-144),compile recipe: explicit gencode sm_90a + __maxnreg__
experiments/fused-training-megakernel/NOTES.md,292,P2,infra-process,globaltimer stamps: subtract in int64 before float conversion,all,LAW,fp32 granularity ~16ms at 1e14ns; diffs read exactly 0,
experiments/fused-training-megakernel/NOTES.md,303,P3,executor,region-watermark tile deps executor (df2),nano+small,PARKED,df2 = df +300-400us (nano 1853 vs 2158; small 9028 vs 9440),op spans intrinsic-latency-bound; no queueing component to eat; mode=df2 retained
experiments/fused-training-megakernel/NOTES.md,310,P3,executor,unbounded claims through a CAS loop,all,LAW,first cut 2.5x slower; fetch-add fast path recovered half,degrades quadratically with all blocks on one instr
experiments/fused-training-megakernel/NOTES.md,314,P3,executor,event-driven wakeup for parked gated instrs,all,SCAFFOLD,exhausted gated instrs killed out of ring (slot->-3) + re-pushed on watermark raise,Dekker re-check + __threadfence for lost-wakeup race
experiments/fused-training-megakernel/NOTES.md,319,P3,executor,volatile reads on region-counter prefix scan,all,LAW,stale L1 would strand the frontier,final unbounded publish removes deadlock risk
experiments/fused-training-megakernel/NOTES.md,333,P3,attention,qt-outer attention tile order,small,PROMOTED,small df 9268->9028 (-240us),short causal tiles first; kept unconditionally
experiments/fused-training-megakernel/NOTES.md,337,P3,scheduling,claim quantum 264 vs 132,nano+small,PROMOTED,264 beats 132 at small; nano mildly prefers 132,left at 264; per-config knob for P6
experiments/fused-training-megakernel/NOTES.md,339,P3,measurement,post-P3 scoreboard,nano+small,MEASUREMENT,nano 1853 / small 9028 (df) vs hardened 711/2730,
experiments/fused-training-megakernel/NOTES.md,344,P4a,executor,ws scheduler-offload executor (megakernel_ws),nano+small,VALIDATED-PARKED,nano 1938 / small 9198 vs df 1907/8994; register tax alone +97/+385; protocol wins -64/-190 at equal budget,gate not met; protocol right hardware charges; df default
experiments/fused-training-megakernel/NOTES.md,355,P4a,architecture,H100 allocates registers at 4-warp granularity (>256 threads charged 12 warps),all,LAW,288 threads same 168-reg ceiling as 384; first 288-thread build spilled STACK 544 -14%,warp-spec requires setmaxnreg 224/56 + explicit gencode
experiments/fused-training-megakernel/NOTES.md,364,P4a,executor,128B state padding (probe finding transfer test),nano+small,REFUTED,+10..30us in full executor,scans touch 32x more L2 lines
experiments/fused-training-megakernel/NOTES.md,375,P5,attention,FA-class wgmma attention ops (ATTN_FWD/DKV/DQ_WG),nano+small,PROMOTED,standalone fwd 3.34x/5.63x dkv 2.1x/3.3x dq 2.2x/4.9x; nano 1853->1775; small 9028->7118 df / 7024 ws,routed D==64 S%128==0; attention no longer #1 lever
experiments/fused-training-megakernel/NOTES.md,396,P5,tma-smem,single no-swizzle 64x64 smem layout readable under both wgmma majors,all,LAW,every bwd transpose = descriptor change; zero data movement,generic smem stores feeding wgmma need fence.proxy.async.shared::cta
experiments/fused-training-megakernel/NOTES.md,403,P5,executor,dispatch-switch spill tax from integrating new ops,nano+small,MEASUREMENT,df STACK 272->528; ~6% uniform tax on old path,P6 candidate; register diet on bwd ops recovered part
experiments/fused-training-megakernel/NOTES.md,414,P6,measurement,P6.0 re-profile overturns P5 lever list,nano+small,MEASUREMENT,RMSNORM_BWD 132/842us now #1; NN bwd-dX gemms #2 ~426/1515us at 10TF,
experiments/fused-training-megakernel/NOTES.md,420,P6,rowop,batched row ops (MK_ROW_R=8; warp-shuffle reductions; smem-staged dw),nano+small,PROMOTED,nano -117us; small -722us; RMSNORM_FWD 3.3x SWIGLU_BWD 2.1x RMSNORM_BWD 1.35x spans,biggest single round since P5; one atomic per element per 8 rows
experiments/fused-training-megakernel/NOTES.md,428,P6,scheduling,hot/cold criticality ready rings in df,nano+small,PROMOTED,EMBED_FWD wait 91->0; RMSNORM_BWD worst-hop wait 140->4.4us; step -7/-38us,waits became contended spans; flipped experiment 3
experiments/fused-training-megakernel/NOTES.md,434,P6,gemm-dx,split-K fp32 dX routing tile-gated (<32 MN tiles),nano+small,PROMOTED,under old single ring +127/+467; on hot/cold rings nano -27us small ~0,order-of-experiments mattered
experiments/fused-training-megakernel/NOTES.md,441,P6,scheduling,cold_cap (MK_COLD_CAP bound blocks on cold work),nano+small,NO-GO,+/-20us wash both configs,BW contention trades ~1:1 against tail serialization
experiments/fused-training-megakernel/NOTES.md,443,P6,gemm-dx,wgmma NN routing re-run (MK_WGMMA_NN=1),nano+small,NO-GO,+58/+69,round-3 verdict survives new fixed-cost regime
experiments/fused-training-megakernel/NOTES.md,445,P6,attention,DQ/DKV co-scheduling overhead diagnosis,small,CLOSED-BY-ANALYSIS,76 vs 31us standalone is benign; concurrent max ~= sequential sum,stop chasing it
experiments/fused-training-megakernel/NOTES.md,448,P6,executor,ws mode vs df after P6 wins,nano+small,MEASUREMENT,ws 1686/6616 vs df 1627/6356,P6 wins are df-only; hot/cold ws port deferred
experiments/fused-training-megakernel/NOTES.md,451,P6,measurement,P6 round-1 scoreboard,nano+small,MEASUREMENT,nano 1622 / small 6356 (df) vs hardened 712/2735,
experiments/fused-training-megakernel/NOTES.md,455,P6,executor,dispatch spill tax fix: stage claimed Instr into static smem,nano+small,PROMOTED,df STACK 624->336; nano -125us small -484us (~8% both),highest value-per-line change of phase; ws consumers must keep register copy (hangs otherwise)
experiments/fused-training-megakernel/NOTES.md,464,P6,scheduling,claim quantum default 264->132,nano+small,PROMOTED,-27/-237us,old optimum was artifact of expensive claims; MK_CLAIM knob
experiments/fused-training-megakernel/NOTES.md,467,P6,executor,ws lookahead=2 pre-claim race mitigation (default la=1),nano+small,PROMOTED,ws la=1 1633/6291 still behind df,race predates P6; rowop cadence widened window; root-cause deferred
experiments/fused-training-megakernel/NOTES.md,475,P6,measurement,flag-planting scoreboard + fresh-process-per-config rule,6 configs,MEASUREMENT,nano 1468/711 2.06x; small 5626/2730 2.06x; deep 3638/1985 1.83x; S128 2.28x S256 2.03x S1024 2.02x,in-process multi-S bench poisons torch.compile (S256 2121 vs honest 608)
experiments/fused-training-megakernel/NOTES.md,500,P6,rowop,RMSNorm bwd row-gradient reduction (private [row;H] smem partials),nano+small,PROMOTED,nano span ~199->159us; small ~674-682->224us,critical path moved to head/attention/GEMM
experiments/fused-training-megakernel/NOTES.md,516,P6,measurement,post-rmsrow headline benchmark,nano+small,MEASUREMENT,nano 1421/709 2.00x; small 5612/2740 2.05x,
experiments/fused-training-megakernel/NOTES.md,521,P6,attention,attention backward chunk retune (MK_ATTN_DKV_C/DQ_C),S512 family,PROMOTED,dKV Ckv=3 only for S=512; hurts S256/S1024,dQ keeps C=4 S512 / C=2 S1024; env overrides added
experiments/fused-training-megakernel/NOTES.md,527,P6,lm-head,head dX split-K target retune (MK_HEAD_DX_TARGET_TILES),small,SUPERSEDED,sweep 256..2048 no robust default; 384 slightly best one run,superseded by P4b current-base 256 retune
experiments/fused-training-megakernel/NOTES.md,542,P4b,gemm-fwd,deeper wgmma mainloops 3/4-stage + one-in-flight (pipe_probe),small NT,NO-GO,gu ~50us/64TF flat; lm_head ~225->223us; down slower/noise,gate >=1.5x not met; NN probe path had correctness bug (rel 0.095) so NT-only result
experiments/fused-training-megakernel/NOTES.md,555,P4b,gemm-dx,MK_WGMMA_NN=1 recheck,nano+small,NO-GO,nano lost slightly; small neutral,cost reappears as wait/other-op span
experiments/fused-training-megakernel/NOTES.md,563,P6,attention,attention chunk defaults retune after P4b miss,nano+deep+small,PROMOTED,DQ Cq=2 (-60-100us nano/deep); DKV Ckv=1 when nq*(S/128)>=64,bench nano 1406/708 1.99x small 5510/2731 2.02x; wait 618->425us small
experiments/fused-training-megakernel/NOTES.md,592,P4b,tma-smem,SW128/B128 swizzle for wgmma operand slabs,all,PROMOTED,old INTER cp.async stores were 8-way bank-conflicted; limiter was stage fill,attention keeps INTER (descriptor-swap needs no-swizzle symmetry); 1024B-aligned stage bases
experiments/fused-training-megakernel/NOTES.md,602,P4b,gemm-dx,gated NN wgmma routing (gemm_tiles >= MK_WGMMA_NN_MIN=64),nano+small,FLIP-PROMOTED,small GEMMNN 1024x512x3072 516->254us; 1024x1536x512 427->216us; head dX 190->146us; bench 1260/710 1.77x 4465/2731 1.64x,SW128 flips old NN verdict; nano 16-48 tile dX stays WMMA
experiments/fused-training-megakernel/NOTES.md,605,P4b,gemm-dw,TN/dW wgmma routing under SW128,nano+small,NO-GO,dW sinks faster locally but steal bandwidth from on-path chain,MK_WGMMA_TN=1 re-run knob only
experiments/fused-training-megakernel/NOTES.md,609,P4b,attention-dq,post-SW128 ATTN_DQ_WG default Cq=1,nano+small,PROMOTED,Cq=2 over-splits once NN dX no longer main small bottleneck,
experiments/fused-training-megakernel/NOTES.md,638,P4b,gemm-dx,widen dx_split_k to 64-tile dX GEMMs,nano+small,NO-GO,within noise small; forced 64 hurt nano,keep <32 split-K gate
experiments/fused-training-megakernel/NOTES.md,648,P4b,measurement,nsys gpu-metrics sampled inside megakernel window,small,LAW,SM issue 19%; warps in flight 12%; unallocated warp slots 87%; DRAM r+w <10%,latency-bound at 1/8 occupancy; bandwidth-contention framing dead
experiments/fused-training-megakernel/NOTES.md,656,P4b,fusion,Drow (bit10) on the wgmma epilogue,small,PROMOTED,-43us small,warp-per-row reduction; falls under NN >=64-tile gate
experiments/fused-training-megakernel/NOTES.md,659,P4b,rowop,rowop MLP split (2 rows/warp interleaved streams; swiglu __expf),nano+small,PROMOTED,nano -12 small -30; RMSNORM_BWD span 565->467 small; qknorm R16 rejected +142,dw partials fold both rows into one smem slot
experiments/fused-training-megakernel/NOTES.md,665,P4b,ce,op_ce_bwd uint4 IO,small,PROMOTED,CE_BWD 79->46us,V=16384 pass was 2-byte scalar; libm expf kept (peer measured __expf revert)
experiments/fused-training-megakernel/NOTES.md,668,P4b,scheduling,df completion-hint stickiness,nano+small,PROMOTED,~-20us both,chain's next hop starts on warm block; ported from ws hint path
experiments/fused-training-megakernel/NOTES.md,672,P4b,executor,ws hot/cold rings + consumer-owned Instr snapshot,nano,PROMOTED,ws STACK 544->304; nano ws 1633->1399,ws still trails df; non-default
experiments/fused-training-megakernel/NOTES.md,676,P4b,executor,MK_OCC2 (__launch_bounds__(256;2) -> 2 blocks/SM at 128 regs),nano+small,NO-GO,REG:128 STACK:944; nano +32% small +40%,occupancy-via-spill loses; more blocks not the path
experiments/fused-training-megakernel/NOTES.md,680,P4b,architecture,register-lifetime law: register reuse loses to re-reads in 8-warp regime,nano+small,LAW,rmsnorm_bwd single-pass +240us small; qknorm register-dw +58us; both reverted,prefer re-reads + more independent load streams
experiments/fused-training-megakernel/NOTES.md,686,P4b,rowop,rowop claim floor (MK_ROWOP_CLAIM 2/4),small,NO-GO,+275/+838,tail balance beats claim amortization (stream-K physics)
experiments/fused-training-megakernel/NOTES.md,688,P4b,attention,attention loader lane remap (conflict-free stores under INTER),nano+small,NEUTRAL,neutral; kept,strictly fewer smem port cycles; fills hide under mma+softmax
experiments/fused-training-megakernel/NOTES.md,691,P4b,gemm-dw,TN dW wgmma routing re-run under SW128,nano+small,NO-GO,+226/+570,dW gemms are sinks; 2x more BW-hungry sinks steal from chain
experiments/fused-training-megakernel/NOTES.md,693,P4b,attention,attention chunk re-sweeps in-model,nano+small,VALIDATED-PARKED,DKV C=1 / DQ C=2 confirmed optimal in-model; standalone prefers C=2/C=4,in-model optimum is a scheduling optimum not an op optimum
experiments/fused-training-megakernel/NOTES.md,697,P4b,attention,WG attention ops FA-class standalone verdict,small,MEASUREMENT,fwd 35us dKV 45 dQ 30 ~= baseline flash parity; +30-50% in-model tax is global latency environment,attention-internal work not the next lever
experiments/fused-training-megakernel/NOTES.md,702,P4b,infra-process,ws la=1 stall report,small,WITHDRAWN,GPU co-tenancy (sglang server) faked stall signature; clean ws small 4890,retracted with clean-GPU evidence
experiments/fused-training-megakernel/NOTES.md,705,P4b,executor,ws la=2 flip fast-path race fix (ds-acct<2 guard),small,PROMOTED,la=2 stress 200 steps clean (was hang ~1 in 40-120); la=2 still slower (5494 vs 4826),correctness fix; la=1 stays default
experiments/fused-training-megakernel/NOTES.md,715,P4b,infra-process,multi-agent operational lessons,all,LAW,per-session TORCH_EXTENSIONS_DIR; nvidia-smi util guards before/after every timed run; claim board + small commits,inference server invalidated 30 min of numbers
experiments/fused-training-megakernel/NOTES.md,723,P4b,measurement,round-2 scoreboard (hardened baseline),6 configs,MEASUREMENT,nano 1250/711 1.76x; small 4426/2732 1.62x; deep 1.58x; S128 1.72x S256 1.75x S1024 1.71x,
experiments/fused-training-megakernel/NOTES.md,736,P4b,measurement,baseline bug: 3-D SDPA silently math-decomposed at every S,all,PROMOTED,fixed 4-D + enable_gqa; baselines become nano 633 small 1905 S4096 1560 S8192 3120,every v3 hardened number was soft; bench.py fixed at source
experiments/fused-training-megakernel/NOTES.md,754,P4b,measurement,honest gauntlet vs fixed flash baseline,6 configs,MEASUREMENT,nano 1244/631 1.97x; small 4413/1750 2.52x; deep 2.01x; S128 1.86x S256 1.92x S1024 2.11x,win gates restated nano<=0.63ms small<=1.9ms
experiments/fused-training-megakernel/NOTES.md,767,P4b,measurement,long-S crossover claim,S3072-S8192,WITHDRAWN,artifact of quadratic math-attention baseline,vs real flash mk falls further behind as S grows
experiments/fused-training-megakernel/NOTES.md,781,P4b,measurement,crossover S-sweep vs soft baseline,S128-S8192,SUPERSEDED,S3072 1.02x S4096 1.19x S8192 1.68x faster vs soft baseline,retracted by baseline correction; parity verified at S4096/S8192
experiments/fused-training-megakernel/NOTES.md,801,P4b,ce,chunked-CE hardened baseline objection test,S4096+S8192,REFUTED,chunked-CE baseline 5238us S4096 / 17620 S8192 within noise of plain,CE was not the baseline's problem; objection refuted
experiments/fused-training-megakernel/NOTES.md,816,P4b,executor,ws consumer-owned smem Instr snapshot A/B (MK_WS_REGCOPY),small,PROMOTED,-717us vs old register copy; residual ws-vs-df gap = uniform 8-20% per-op 224-reg ceiling tax,P4a register-tax verdict re-confirmed per-op
experiments/fused-training-megakernel/NOTES.md,820,P4b,executor,MPK-topology probe (dedicated scheduler block + gmem mailboxes),standalone,NO-GO,5.09us/hop vs df ~3.0; scheduler-issued prefetch.L2 worse (9.86),two cross-SM signals lose to self-claiming; register-tax escape closed at chain-hop granularity
experiments/fused-training-megakernel/NOTES.md,828,P4b,infra-process,compute-sanitizer df racecheck + synccheck,all,MEASUREMENT,clean,ws reports are by-design lock-free acquire/release handoff
experiments/fused-training-megakernel/NOTES.md,831,P4b,scheduling,MK_CLAIM re-sweep post-SW128,nano+small,NEUTRAL,132 still optimal (66: +366 small; 264: +162),
experiments/fused-training-megakernel/NOTES.md,840,2026-07-04,lm-head,head dX split-K target 512->256,nano+small,PROMOTED,nano 1246.6->1225.3; small 4392.9->4362.5; held after cebwd + hint commits,env knob stays
experiments/fused-training-megakernel/NOTES.md,852,2026-07-04,lm-head,head dX target 256->192 post-DQ retune,small+S4096,PROMOTED,small 4315.7/4313.9 vs 4332.8/4333.2; S4096 4297.5 vs 4315.2; nano neutral,decisive local GPU repeat; env knob stays
experiments/fused-training-megakernel/NOTES.md,862,2026-07-04,attention,post-headtarget attention chunk recheck,nano+small,NEUTRAL,small best at Ckv=1/Cq=1 (4350 vs >=4378); nano Ckv=3 A/B unstable,no default change promoted
experiments/fused-training-megakernel/NOTES.md,873,2026-07-04,attention,long-S attention chunk recheck after flash-baseline fix,S4096+S8192,NEUTRAL,S4096 default won 3 repeats (4373/4325/4345 vs 4417+); S8192 keeps 1/1 (10408 vs 10509/10726),alternating A/B refuted sweep hint
experiments/fused-training-megakernel/NOTES.md,881,2026-07-04,attention-dq,DQ C=1 direct-store epilogue (drop atomicAdd),nano+small+S4096,PROMOTED,S4096 4325.7->4315.4 and 4318.1->4308.5; small 4351.5->4328.0,earlier outer A/B contaminated by sglang and ignored
experiments/fused-training-megakernel/NOTES.md,894,2026-07-04,attention-dq,DQ C=1 register-direct epilogue (skip smem stage/drain),small+S4096,PROMOTED,reverse S4096 4248.1 vs 4314.5; warm-alt 4251.9/4261.1 vs 4293.0/4292.6,real long-S win; smaller short-S gain
experiments/fused-training-megakernel/NOTES.md,909,2026-07-04,attention-dkv,DKV first-pair wgmma x2 batching (MK_ATTN_DKV_X2_SD),nano+small,NO-GO,nano 1145.0->1169.1; small 4325.4->4510.8; DKV span flat,another register-lifetime-law instance; do not merge
experiments/fused-training-megakernel/NOTES.md,918,2026-07-04,attention-dkv,DKV G2 GQA-pair fusion (MK_ATTN_DKV_G2_FUSE),small+S2048+S4096,NO-GO,+221us small +323 S2048 +455 S4096; control 80/80 wins,lost G-parallelism dominates removed K/V reloads and atomic drains
experiments/fused-training-megakernel/NOTES.md,929,2026-07-04,rowop,RMSNorm-bwd four-row fold (MK_RMS_BWD_R4),nano+small,NO-GO,span nano 146.3->126.3 small 466.3->443.9 but step 1244.2->1241.2 / 4344.0->4370.6,local span win did not promote; keep two-row
experiments/fused-training-megakernel/NOTES.md,938,2026-07-04,rowop,RMSNorm bwd dx/dw split ops (default-on),nano+small+S4096,PROMOTED,nano 1266.8->1260.7; small 4507.1->4498.3; S4096 4403.9->4403.1; confirmed variant-first,dw drain removed from critical dependency; adds one cold instr per norm
experiments/fused-training-megakernel/NOTES.md,951,2026-07-04,fusion,Drow-WGMMA route (fused dOatt+Drow through wgmma),small,NO-GO,target span cut to 213.8us but ATTN_DKV_WG grew; 80-step medians noise-level,do not merge without repeatable step-level win
experiments/fused-training-megakernel/NOTES.md,960,2026-07-04,fusion,Drow-WGMMA re-gate on fresh current base,nano+small+S4096,NO-GO,small 4328.3->4367.3; tiny S4096 win not worth short-S loss,leave route isolated
experiments/fused-training-megakernel/NOTES.md,968,2026-07-04,fusion,Drow-WGMMA long-only gate (S>=2048),S4096,PROMOTED,4428.1->4398.3 (19/20 wins); confirm 4443.7->4438.5 (18/20),off for nano/small; earlier small regression was real
experiments/fused-training-megakernel/NOTES.md,980,2026-07-04,rowop,SWIGLU_BWD two-row fold (MK_SWIGLU_BWD_R2),nano+small,NO-GO,span worsened 38.2->51.4 / 323.5->347.4; medians 1240.1->1250.0 / 4352.0->4391.4,keep one row/warp
experiments/fused-training-megakernel/NOTES.md,994,2026-07-04,executor,dual-stream 512-thread asymmetric-register executor,all,NO-GO,ptxas gives setmaxnreg regions no extra budget; whole kernel at 128-reg cap (REG:128 STACK:848),died at the compiler; OCC2 spill signature
experiments/fused-training-megakernel/NOTES.md,999,2026-07-04,executor,mk_tid() op-library indexing enabler,all,PROMOTED,df STACK 144->32,ops run unchanged in any multiple-of-256 block shape; kept
