results/AGENT-COORDINATION-ARCHIVE-20260707.md,5754,2026-07-05,lm-head,H256/S1024 head-dX split target64 (8248cbe),s1024,PROMOTED,sweep -20.2us 96/100; confirm -11.7us 164/180; default-vs-old -12.3us 168/180,t32/256 regressed
results/AGENT-COORDINATION-ARCHIVE-20260707.md,5770,2026-07-05,attention-dq,S1024 attention dQ chunk retune DKV_C=2/DQ_C=2 (7beef96),s1024,PROMOTED,confirm -13.0us 139/180; default-vs-old -10.9us 141/180; order check -13.3/-14.1,fresh score rows noisy; paired A/B is the evidence
results/AGENT-COORDINATION-ARCHIVE-20260707.md,5793,2026-07-05,attention,S1024 compile-flag guards (0277b86 docs-only),s1024,NEUTRAL,direct-atomic DKV better +50.5us 200/200 default; fast-log neutral -0.2us; QKNORM D64 cache +4.7us stays on,no new source route; profile 1223.5us
results/AGENT-COORDINATION-ARCHIVE-20260707.md,5817,2026-07-05,gemm-dw,current-head dW split-target resweep (8cae8a5 docs-only),nano;small;s1024,NO-GO,nano t48 -5.7us weak 52/80; small t64 +3.6us; s1024 t64 +3.8us,no promotable target
results/AGENT-COORDINATION-ARCHIVE-20260707.md,5831,2026-07-05,scheduling,early dXN_f32 zero-fill schedule MK_EARLY_DXN_ZERO (61f455f),nano;s1024;small,NO-GO,nano +3.1us 32/80; s1024 +2.8us 29/80; small -2.2us 50/80,parity passed; toggle rolled back
results/AGENT-COORDINATION-ARCHIVE-20260707.md,5845,2026-07-05,scheduling,nano cold-cap0 (0a4560a),nano,PROMOTED,-6.6us 129/180; default-vs-old -7.2us 146/200,deep cap0 regressed +10.5us 25/140
results/AGENT-COORDINATION-ARCHIVE-20260707.md,5861,2026-07-05,measurement,profile at 0a4560a,nano,MEASUREMENT,nano cap0 920.2us; ATTN_DQ_WG more visible on path,extends claim for S512 chunk resweep
results/AGENT-COORDINATION-ARCHIVE-20260707.md,5865,2026-07-05,attention,nano S512 chunk resweep (7bb4905 docs-only),nano,NEUTRAL,no promotable change from 3/2; DQ_C=3 regressed; 1/2 lost hard,profile nano 920.2 small 3640.7 s1024 1225.3
results/AGENT-COORDINATION-ARCHIVE-20260707.md,5880,2026-07-05,rowop,MK_RMS_DX_R4 recheck (8e66b13 docs-only),nano;deep;s1024,NO-GO,nano +9.9us 1/120; deep +33.4us 2/100; s1024 +8.9us 12/100,decisively negative
results/AGENT-COORDINATION-ARCHIVE-20260707.md,5892,2026-07-05,scheduling,MK_ALLHOT recheck (f7d70c6 docs-only),nano;small;s1024,NO-GO,nano +34.5us 1/100; small +64.7us 1/80; s1024 +28.9us 0/100,keep hot/cold policy
results/AGENT-COORDINATION-ARCHIVE-20260707.md,5904,2026-07-05,measurement,QA odd-shape parity + contaminated trajectory read,small;nano,MEASUREMENT,true small ~3654 nano ~923; poisoned reads 3998/6048 from local GPU co-tenant,watch local GPU util mid-run; nano cold-uncap scope verified
results/AGENT-COORDINATION-ARCHIVE-20260707.md,5909,2026-07-05,scheduling,MK_CLAIM resweep (9cd0a88 docs-only),nano;small;s1024,NO-GO,nano claim160 -2.4us weak 53/80; small claim160 +189.2us 0/60; s1024 +17.2us 7/70,keep claim132
results/AGENT-COORDINATION-ARCHIVE-20260707.md,5923,2026-07-05,lm-head,nano/deep head-dX target resweep (0482227 docs-only),nano;deep,NO-GO,t48/64 noisy 51/80 47/80 huge spread; t32/128/192 regressed,keep target96
results/AGENT-COORDINATION-ARCHIVE-20260707.md,5936,2026-07-05,scheduling,S128 cold-cap0 (966add6),s128;s256,PROMOTED,S128 cap0 -6.2us 165/240; default-vs-old -8.2us 189/220,S256 too weak -2.4us 138/240 stays cap16
results/AGENT-COORDINATION-ARCHIVE-20260707.md,5954,2026-07-05,measurement,short profile refresh at 966add6,s128;s256,MEASUREMENT,S128 cap0 725.5us; S256 cap16 809.1us,S128 led by tiny WGMMA NN dX; ATTN_DKV_WG; RMS dx
results/AGENT-COORDINATION-ARCHIVE-20260707.md,5964,2026-07-05,attention,S128 chunk resweep (08e773c docs-only),s128;s256,NO-GO,4/1 weakened to -4.2us p75>0 134/220; 2/2 +7.0us 66/220; S256 1/1 1/2 rejected hard,confirmation rejected broad candidates
results/AGENT-COORDINATION-ARCHIVE-20260707.md,5980,2026-07-05,gemm-fwd,short n128 route recheck (b81c499 docs-only),s128;s256,NO-GO,S128 n128 +19.3us 1/80 (13 NT GEMMs); S256 mode1 +21.9us 12/60,old n128 no-go verdict stands
results/AGENT-COORDINATION-ARCHIVE-20260707.md,5995,2026-07-05,ce,in-kernel inv_valid OP_INV_VALID (d375129),multi,PROMOTED,nano -75.3; small -93.0; S128 -71.5; S256 -69.8; s1024 -79.8 all 160/160,removes host-side labels>=0 sum from step()
results/AGENT-COORDINATION-ARCHIVE-20260707.md,6011,2026-07-05,measurement,inv_valid scoreboard (4aaf11a),multi,MEASUREMENT,nano 1.53x; small 1.93x; S128 1.57x; S256 1.54x; s1024 1.61x; deep 1.39x,fresh-process rows
results/AGENT-COORDINATION-ARCHIVE-20260707.md,6028,2026-07-05,executor,pointer-bound input probe (9a63871 docs-only),s128;nano;small,NO-GO,S128 +15.0us; nano +19.1us; small +8.8us,slower than normal step() token/label copies
results/AGENT-COORDINATION-ARCHIVE-20260707.md,6043,2026-07-05,executor,launcher-side input binding in df (81fe5d0),multi,PROMOTED,S128 -12.6us 199/200; nano -11.7 197/200; s1024 -12.3 185/200; small -22.5 198/200,fallback fix validated
results/AGENT-COORDINATION-ARCHIVE-20260707.md,6059,2026-07-05,measurement,input-bind scoreboard (38c961d),multi,MEASUREMENT,nano 1.49x; small 1.93x; S128 1.53x; S256 1.52x; s1024 1.60x; deep 1.38x,
results/AGENT-COORDINATION-ARCHIVE-20260707.md,6074,2026-07-05,ce,MK_CE_SKIP_IGNORE probe (e771105 docs-only),small;s1024,NO-GO,branch small -31.9us but V8192 moved; opcode route erased win -1.8us 121/200; s1024 +9.5us 22/200,temporary edits removed
results/AGENT-COORDINATION-ARCHIVE-20260707.md,6093,2026-07-05,measurement,globaltimer profile checkpoint (6a3a281),nano;small;s1024,MEASUREMENT,small ATTN_DKV_WG 394us; GEMMNN 1024x512x3072 331; SWIGLU_BWD 279; s1024 DKV 146 fwd 130 lm-head 93,bottleneck map unchanged by step-path wins
results/AGENT-COORDINATION-ARCHIVE-20260707.md,6110,2026-07-05,rowop,SWIGLU_BWD FMA derivative (38c762f),nano;small;s1024,PROMOTED,nano -8.19us 189/200; small -16.80 194/200; s1024 -10.67 184/200,
results/AGENT-COORDINATION-ARCHIVE-20260707.md,6126,2026-07-05,measurement,post-SWFMA profiles,small;s1024,MEASUREMENT,small DKV 397; MLP dX 336; SWIGLU_BWD 277; fwd 245,extends claim for masked-exp probe
results/AGENT-COORDINATION-ARCHIVE-20260707.md,6135,2026-07-05,attention,MK_ATTN_MASKED_EXP_SKIP probe (bcabedd docs-only),multi,NO-GO,S128 -2.58 noisy; S256 +32.02; nano +31.30; small +223.23; s1024 +65.73,correctness clean; decisively negative
results/AGENT-COORDINATION-ARCHIVE-20260707.md,6151,2026-07-05,attention,MK_ATTN_DS_FMA probe (e429910 docs-only),multi,NO-GO,mixed S128 -14.24 small -12.24 vs S256 +4.62 nano +2.11; gated version still +8.24/+8.34/+5.63,temporary edits removed
results/AGENT-COORDINATION-ARCHIVE-20260707.md,6165,2026-07-05,measurement,QA 05:3x trajectory,small;nano,MEASUREMENT,small 3634; nano 924 (1.91x/1.46x),green at 38c762f
results/AGENT-COORDINATION-ARCHIVE-20260707.md,6178,2026-07-05,rowop,H256/S128 RMS dx FMA opcode route (d2f4db7),s128,PROMOTED,route A/B -5.60us 167/200; default-vs-old -5.98us 161/200,other shapes emit zero route opcodes
results/AGENT-COORDINATION-ARCHIVE-20260707.md,6199,2026-07-05,measurement,current-head profiles at d2f4db7,small;s1024,MEASUREMENT,small span-dominated by ATTN_DKV_WG; WGMMA NN; SWIGLU_BWD; fwd,WIP restores MK_ATTN_FAST_LOG effect
results/AGENT-COORDINATION-ARCHIVE-20260707.md,6207,2026-07-05,attention-fwd,restored attention fast-log at LSE write (966990a),multi,PROMOTED,S128 -9.66 153/160; nano -9.41 193/200; small -20.08 160/160; s1024 -6.08; s2048 -15.15 120/120,S256 neutral -0.38
results/AGENT-COORDINATION-ARCHIVE-20260707.md,6222,2026-07-05,measurement,post-fast-log profiles,small;s1024,MEASUREMENT,attention fwd improved; small still led by DKV; WGMMA/n128 GEMMs; SWIGLU_BWD; Drow; RMS dx,WIP adds MK_DROW_WG_N128 route
results/AGENT-COORDINATION-ARCHIVE-20260707.md,6230,2026-07-05,rowop,Drow n128 epilogue (05de747 docs-only),multi,NO-GO,S128 +57.79; S256 +62.86; nano +62.78; small +54.42; s1024 +64.37; s2048 +34.30,regressed every tested shape
results/AGENT-COORDINATION-ARCHIVE-20260707.md,6246,2026-07-05,attention,nano chunk retune to 2/2 (cfc2fb3),nano,PROMOTED,confirm -4.72us 193/240; default-vs-old -4.99us 195/240,only nano route changed
results/AGENT-COORDINATION-ARCHIVE-20260707.md,6264,2026-07-05,measurement,scoreboard checkpoint (9f393f1),nano;small,MEASUREMENT,nano 948.6 vs 634.6 (1.49x); small 3638.2 vs 1895.1 (1.92x),remaining small gap = op quality/span cost
results/AGENT-COORDINATION-ARCHIVE-20260707.md,6272,2026-07-05,measurement,QA 06:4x plateau,small;nano,MEASUREMENT,small 3636; nano 923,plateau vs last hour
results/AGENT-COORDINATION-ARCHIVE-20260707.md,6289,2026-07-05,rowop,SWIGLU_BWD_4W follow-up to 2W,small,NO-GO,+10.46us median; 36/240 4W wins,route reverted
results/AGENT-COORDINATION-ARCHIVE-20260707.md,6322,2026-07-05,rowop,gated Drow direct store D64 S<2048 (e71d706),multi,PROMOTED,default-vs-old S128 -1.52; S256 -14.62; nano -12.18; small -31.62; s1024 -4.51,S2048 regressed under guard +13.55 so stays old
results/AGENT-COORDINATION-ARCHIVE-20260707.md,6338,2026-07-05,measurement,post-drow scoreboard,nano;small,MEASUREMENT,nano 932.3 vs 632.1 (1.47x); small 3607.3 vs 1904.6 (1.89x),
results/AGENT-COORDINATION-ARCHIVE-20260707.md,6347,2026-07-05,measurement,post-drow profile refresh,nano;small,MEASUREMENT,nano 915.0; small 3593.4; DKV 390.4; MLP dX 319.8; SWIGLU_BWD_2W 284.4,first small run contaminated; rerun clean
results/AGENT-COORDINATION-ARCHIVE-20260707.md,6358,2026-07-05,measurement,hot-GEMM route flag dump,small,NOTE,large MLP/head GEMMs already n128 (flags 4224/4242/6274); Drow m64n64 flags 1152; qkrope flags 386,route-only inspection
results/AGENT-COORDINATION-ARCHIVE-20260707.md,6376,2026-07-05,attention,gated WGMMA attention exp2 D64 S>=512 (9746ccd),multi,PROMOTED,nano -4.93; small -37.70; s1024(H256) -16.83; s2048 -20.10,first gate too broad for short S; narrowed
results/AGENT-COORDINATION-ARCHIVE-20260707.md,6393,2026-07-05,measurement,post-exp2 scoreboard (91a8fb7),nano;small,MEASUREMENT,nano 926.3 vs 635.2 (1.46x); small rerun 3586.4 vs 1901.5 (1.89x),contaminated small row rerun separately
results/AGENT-COORDINATION-ARCHIVE-20260707.md,6407,2026-07-05,measurement,post-exp2 profile,nano;small,MEASUREMENT,nano 909.6; small 3606.1; DKV 376.3; MLP dX 326.1; SWIGLU_BWD_2W 289.1,
results/AGENT-COORDINATION-ARCHIVE-20260707.md,6423,2026-07-05,lm-head,gated lm-head CE partial exp2 V>=8192 S>=256 (400dc74),multi,PROMOTED,S256 -8.32; nano -19.58; small -56.99; s1024(H256) -36.00; s2048 -65.95,training sanity within gate but weaker; gate excludes S128
results/AGENT-COORDINATION-ARCHIVE-20260707.md,6441,2026-07-05,measurement,post-lmhead-exp2 scoreboard (bd76802),nano;small,MEASUREMENT,nano 905.2 vs 632.2 (1.43x); small 3542.8 vs 1912.9 (1.85x),
results/AGENT-COORDINATION-ARCHIVE-20260707.md,6451,2026-07-05,measurement,post-lex2 profile,nano;small,MEASUREMENT,nano 882.2; small 3541.7; lm-head fwd down to 130.2us,
results/AGENT-COORDINATION-ARCHIVE-20260707.md,6467,2026-07-05,measurement,QA 07:4x 1000-step soak clean,small;nano,MEASUREMENT,small 3630; nano 909,green at b661442
results/AGENT-COORDINATION-ARCHIVE-20260707.md,6472,2026-07-05,scheduling,MK_IDLE_NS idle-poll cadence knob,multi,NEUTRAL,flat 64-256,waits are discovery/fill not sleep; knob committed as documentation
results/AGENT-COORDINATION-ARCHIVE-20260707.md,6517,2026-07-05,ce,CE forward exp2 (_cex2) promoted-default timing,multi,REFUTED,S128 +18.19; S256 +8.58; nano +7.26; small +7.73; s2048 +9.74,forced-A/B sign reversed at default; NO-GO do not merge; inert flag plumbing removed
results/AGENT-COORDINATION-ARCHIVE-20260707.md,6528,2026-07-05,fusion,ssq-partials epilogue fusion bit13,nano;small,NEUTRAL,neutral at both configs (absorption); trajectory ~890/3585,kept gated-on as risk-free infra
results/AGENT-COORDINATION-ARCHIVE-20260707.md,6541,2026-07-05,measurement,profile at 1ef905d,nano;small,MEASUREMENT,nano 893.4 (DKV 93.8 fwd 76.0 RMS dx 74.0); small 3574.1 (DKV 373.6 MLP dX 334.9),
results/AGENT-COORDINATION-ARCHIVE-20260707.md,6559,2026-07-05,rowop,MK_QKBWD_SPLIT_V split-V row op (eae531e note),nano;small,NO-GO,nano -1.15/-4.30 order-sensitive; small flipped +3.58/-3.76,local span drop eaten by wait + extra row op; no source merge
results/AGENT-COORDINATION-ARCHIVE-20260707.md,6576,2026-07-05,scheduling,small cold-cap retune (0f4ed96),small,NEUTRAL,cap16 -7.47us then +4.19us by construction order,keep cap48
results/AGENT-COORDINATION-ARCHIVE-20260707.md,6596,2026-07-05,ce,gated CE backward exp2 S>=1024 V>=8192 (4129b84),s1024;small;s2048,PROMOTED,s1024(H256) -6.27/-5.58; small -35.65/-34.35; s2048 -16.53/-21.95,short/nano/D128 mixed so gated out; grad diff 0.009625
results/AGENT-COORDINATION-ARCHIVE-20260707.md,6617,2026-07-05,measurement,QA 10:3x trajectory,small;nano,MEASUREMENT,small 3566; nano 892,spans at op floors; waits intrinsic; certified table at c4af3cf
results/AGENT-COORDINATION-ARCHIVE-20260707.md,6621,2026-07-05,measurement,post CE-BWD scoreboard (3994aa1),nano;small,MEASUREMENT,nano 917.6 vs 631.2 (1.45x); small 3511.9 vs 1906.1 (1.84x),nano unchanged as expected (gate leaves S512 old)
results/AGENT-COORDINATION-ARCHIVE-20260707.md,6635,2026-07-05,measurement,profile at 3994aa1,nano;small,MEASUREMENT,nano 885.5; small 3532.6; CE-BWD now 35.4us,not a top target anymore
results/AGENT-COORDINATION-ARCHIVE-20260707.md,6668,2026-07-05,gemm-dw,narrow TN-WGMMA dW gate (40887f3),small;s2048,PROMOTED,small -77.44/-87.42; s2048 -28.61/-63.74 across orders,short/nano/H256-S1024 rejected forced TN (+34..+56us)
results/AGENT-COORDINATION-ARCHIVE-20260707.md,6685,2026-07-05,measurement,post-TN scoreboard (7b96252),nano;small,MEASUREMENT,nano 916.8 vs 628.4 (1.46x); small 3428.4 vs 1890.8 (1.81x; -83.5us),
results/AGENT-COORDINATION-ARCHIVE-20260707.md,6698,2026-07-05,measurement,post-TN profile,nano;small,MEASUREMENT,nano 889.5; small 3442.6 wait 399.8; DKV 431.9; MLP dX 399.9,highest-value work now op quality not scheduler knobs
results/AGENT-COORDINATION-ARCHIVE-20260707.md,6717,2026-07-05,rowop,SWIGLU_BWD_2W reciprocal sigmoid probe,small,NO-GO,+14.6us median overall; rcp wins 1/24,parity clean; no promotion
results/AGENT-COORDINATION-ARCHIVE-20260707.md,6736,2026-07-05,attention,dS-FMA H512/S1024-only retest,small,NO-GO,-0.74 then +4.53 by order; overall +2.05us median; 10/24,order/noise-level; no promotion
results/AGENT-COORDINATION-ARCHIVE-20260707.md,6754,2026-07-05,lm-head,head-dX sk1 no-atomic route H256/S2048 default,s2048;small,PROMOTED,s2048 -7.70us 19/20; default-vs-old -8.06us 19/20,small neutral -0.64us stays old by default
results/AGENT-COORDINATION-ARCHIVE-20260707.md,6772,2026-07-05,measurement,QA 11:4x ws la=2 stress clean,small;nano,MEASUREMENT,small 3434 (new low); nano 896,flip-guard holds 200 steps
results/AGENT-COORDINATION-ARCHIVE-20260707.md,6781,2026-07-05,measurement,S2048 profile post head-dX sk1 (4c686d8),s2048,MEASUREMENT,total 1843.9 wait 206.4; head-dX hop 92.9us; ATTN_DQ_WG 340.7; fwd 219.6,promoted hop no longer split-atomic class
results/AGENT-COORDINATION-ARCHIVE-20260707.md,6796,2026-07-05,rowop,QKNORM/ROPE_BWD D64 FMA arithmetic probe,nano;small,NO-GO,nano -0.99us noise 15/24; small +2.78us 6/24,correctness clean; not promotable
results/AGENT-COORDINATION-ARCHIVE-20260707.md,6807,2026-07-05,lm-head,small head-dX n128/fp32 no-atomic default (e5e641d),small;s2048,PROMOTED,small -17.57us 20/24; default-vs-old -10.61us 24/32,S2048 +7.17us stays m64 route
results/AGENT-COORDINATION-ARCHIVE-20260707.md,6826,2026-07-05,measurement,profile+scoreboard at e5e641d,nano;small,MEASUREMENT,nano 917.8 vs 628.3 (1.46x); small 3435.0 vs 1914.1 (1.79x),
results/AGENT-COORDINATION-ARCHIVE-20260707.md,6843,2026-07-05,rowop,MK_DROW_N128 fused Drow/dOatt probe,nano;small,NO-GO,nano +44.51us 0/24; small +61.31us 0/24,correctness clean; decisively rejected
results/AGENT-COORDINATION-ARCHIVE-20260707.md,6862,2026-07-05,gemm-fwd,MK_QKROPE_N128 fused qkv probe,nano;small,NO-GO,nano +34.34us 0/24; small +25.01us 1/24,correctness clean; rejected
results/AGENT-COORDINATION-ARCHIVE-20260707.md,6883,2026-07-05,lm-head,nano head-dX n128 split-K target48 (d3276f1),nano,PROMOTED,-4.04/-4.19us 14/16 30/32; default-vs-old -4.87us 27/32,small stays no-atomic n128 route
results/AGENT-COORDINATION-ARCHIVE-20260707.md,6903,2026-07-05,measurement,profile+scoreboard at d3276f1,nano;small,MEASUREMENT,nano 921.0 vs 637.1 (1.45x); small 3454.7 vs 1915.5 (1.80x),scoreboard noisier than paired A/B
results/AGENT-COORDINATION-ARCHIVE-20260707.md,6923,2026-07-05,gemm-dx,MK_DX_N128_SPLIT nano dX split-K probe,nano,NO-GO,t48 +110.69; t64 +160.30; t96 +187.81; t128 +183.49 all 0/16,timing window contaminated by co-tenant; treated as no-promote evidence
results/AGENT-COORDINATION-ARCHIVE-20260707.md,6943,2026-07-05,measurement,QA 12:4x parity guard clean,small;nano,MEASUREMENT,small 3488.4; nano 899.8,read delayed by stale build lock
results/AGENT-COORDINATION-ARCHIVE-20260707.md,6945,2026-07-05,attention,current-head chunk resweep (53f8233),nano;small,NEUTRAL,nano 1/1 +29.32 1/2 +33.26; small 2/1 +63.72 2/2 +63.90 1/2 +20.32,no default change
results/AGENT-COORDINATION-ARCHIVE-20260707.md,6958,2026-07-05,scheduling,current-head cold-cap resweep (e5b5a9f),nano;small,NEUTRAL,all order-biased/neutral; cap16 -6.70 refuted by reverse +8.02,keep defaults
results/AGENT-COORDINATION-ARCHIVE-20260707.md,6970,2026-07-05,gemm-dw,current-head dW-target resweep (992a6a7),nano;small,NEUTRAL,nano t32 +4.06 t96 +24.26; small t128 +60.94 t160 +62.88,keep K1024->96 else 64
results/AGENT-COORDINATION-ARCHIVE-20260707.md,6983,2026-07-05,scheduling,current-head MK_CLAIM resweep (906f272),nano;small,NEUTRAL,nano claim96/112 +56us; small claim96 +267.50 claim192 +102.34,keep MK_CLAIM=132
results/AGENT-COORDINATION-ARCHIVE-20260707.md,6994,2026-07-05,gemm-dx,m64n128 NN/dX route inspection (1241fdd),small,CLOSED-BY-ANALYSIS,hot NN/dX rows already default n128 (flags 4224; 32 tiles); MIN=64 would fall back to m64n64 (+54/+66 prior),keep MK_WGMMA_N128_NN=1 MIN=32; no timing rerun
results/AGENT-COORDINATION-ARCHIVE-20260707.md,7008,2026-07-05,ce,MK_CE_IGNORE_SKIP re-probe on current head,nano;small;s1024,NO-GO,nano +3.02; s1024 +8.91; small -18.72 initial then default-vs-old repeat +19.39us 34/320,order repeat refuted; source reverted
results/AGENT-COORDINATION-ARCHIVE-20260707.md,7034,2026-07-05,fusion,MK_SSQ_FUSE default recheck,nano;small;s1024,NEUTRAL,s1024 pure order artifact -11.81 then +12.48; combined +1.97 191/400,keep MK_SSQ_FUSE=1 default-on
results/AGENT-COORDINATION-ARCHIVE-20260707.md,7056,2026-07-05,rowop,small SwiGLU sigmoid cache MK_SWIGLU_CACHE_SIG (674d0ad),small,PROMOTED,cache-control combined -13.44us 264/320; default-vs-old combined -8.37us 279/400,worst grad rel 0.025832 under 0.03 gate
results/AGENT-COORDINATION-ARCHIVE-20260707.md,7070,2026-07-05,measurement,post-swcache profile/score,small,MEASUREMENT,score 3509.7 vs 1897.8 (1.85x); profile 3505.6; DKV 414.3; MLP dX 381.4; SWIGLU_BWD_2W 213.8,
results/AGENT-COORDINATION-ARCHIVE-20260707.md,7078,2026-07-05,measurement,QA 14:1x soak clean + stale FileLock warning,small;nano,MEASUREMENT,small 3488.4; nano 899.8,SIGKILLed build left torch FileLock wedging builds ~1h
results/AGENT-COORDINATION-ARCHIVE-20260707.md,7082,2026-07-05,executor,QA 15:2x ws-vs-df rotation,small;nano,MEASUREMENT,ws still +8-9% (3807/976 vs 3500/898),register-tax delta stable across op evolution; ws stays non-default
results/AGENT-COORDINATION-ARCHIVE-20260707.md,7085,2026-07-05,measurement,QA 16:2x df racecheck clean,small;nano,MEASUREMENT,small 3506; nano 896,plateau stable; racecheck covers epilogue work
results/AGENT-COORDINATION-ARCHIVE-20260707.md,7097,2026-07-05,measurement,operator-gap matrix first rows,nano;small,MEASUREMENT,nano 907.6/585.3 = 1.55x; small 3463.9/1765.5 = 1.96x; calib joins 99.5%/99.7%,co-tenants appeared; contaminated rows to be re-run clean
results/AGENT-COORDINATION-ARCHIVE-20260707.md,7110,2026-07-05,rowop,Drow zero-fill skip exact gate H256/L4/D64 S256+S512 (06f3101),s256;nano,PROMOTED,S256 +7.89/+1.82 zero-minus-skip; nano +0.93/+2.16,broadening rejected: small prefers fill by 13.74/7.47; s1024 order-mixed
results/AGENT-COORDINATION-ARCHIVE-20260707.md,7131,2026-07-05,measurement,short profile post drow-zeroskip,s256;nano,MEASUREMENT,S256 794.4 (ATTN_DQ 67.8 RMS dx 64.2); nano 886.9 (fwd 74.6 dq 65.7),
