experiments/fused-training-megakernel/IMPROVEMENTS.md,127,unknown,executor,MPK-topology probe (scheduler block + gmem mailboxes),probe,NO-GO,5.09us/hop vs df ~3.0; prefetch worse 9.86,two cross-SM signals per hop lose to self-claiming
experiments/fused-training-megakernel/IMPROVEMENTS.md,134,unknown,scheduling,Cold-ring demotion of attention ops,small/long-S,NO-GO,DQ demote 4063->4500us; DKV +41.3us 1/24,profile off-path-ness is not schedulable slack
experiments/fused-training-megakernel/IMPROVEMENTS.md,142,unknown,itax-dag,Per-layer non-state scratch (false WAR/WAW removal),nano,NO-GO,deps 2030->1190 but timing 1226.8/1237.2 flat/worse,false deps never binding under hot/cold scheduler
experiments/fused-training-megakernel/IMPROVEMENTS.md,148,unknown,scheduling,Attention-bwd DQ-first instruction order,S4096/qwen,NO-GO,4266.7 vs 4304.7us 19/20 control; qwen -0.9/+9.6,enqueue order is not a dependency edit
experiments/fused-training-megakernel/IMPROVEMENTS.md,155,unknown,scheduling,Long-S idle-poll cadence MK_IDLE_NS 256->32,S2048-S8192,PROMOTED,S3072 -11.1; S4096 -11.2; post-band S2048 -12/-15; S8192 -11.2,256ns sleeps strand work when ready set turns over fast
experiments/fused-training-megakernel/IMPROVEMENTS.md,164,unknown,attention,D=128 attention claim-1,qwen,FLIP-PROMOTED,standalone -48/-75/-85us per op; in-model +37.3/+35.1 post-sparse-embed ~31/32,claim-batching straggler law; recheck absorbed no-gos after schedule changes
experiments/fused-training-megakernel/IMPROVEMENTS.md,174,unknown,rowop,Early dXN zero-fill (move to wave 0),nano/S1024,NO-GO,nano +3.1; S1024 +2.8us,steals wave-0 bandwidth from embedding gather
experiments/fused-training-megakernel/IMPROVEMENTS.md,180,unknown,rowop,Drow zero-fill skip on direct-store shapes,S256/S512,PROMOTED,S256 +7.9/+1.8; S512 +0.9/+2.2 zero-minus-skip; small prefers fill,dead work only free if its slot wasn't absorbing contention
experiments/fused-training-megakernel/IMPROVEMENTS.md,188,unknown,attention,Noinline fat attention ops (D128 five + D64 trio),all,PROMOTED,small 3660->3511; S8192 -502 vs cert,fat inline frames push spills into scheduler claim loop
experiments/fused-training-megakernel/IMPROVEMENTS.md,197,unknown,executor,n256 fanout trampoline,all,NO-GO,neutral twice above and below pressure cliff,call-site count was not the pressure source; fat frames were
experiments/fused-training-megakernel/IMPROVEMENTS.md,202,unknown,infra-process,Dead-code compile gating (n256 family),small,NO-GO,3662->3736 removing 500+ dead lines,noreturn trap perturbed hot dispatch CFG
experiments/fused-training-megakernel/IMPROVEMENTS.md,208,unknown,scheduling,Band/claim/order knob sweeps at S8192 bwd attention,S8192,NO-GO,bands already 77-83% packed; knobs recover <=10%,compute packing efficiency from iclk timeline first
experiments/fused-training-megakernel/IMPROVEMENTS.md,216,Jul7,scheduling,Small idle_ns 256->64,small,PROMOTED,~-20us; 32/64/128 all beat 256 in 10 paired runs post-SKR,poll cadence recheck after hop-length distribution changes
experiments/fused-training-megakernel/IMPROVEMENTS.md,223,Jul7,scheduling,MK_CLAIM 64/264 + cold_cap 8/32 small post-SKR recheck,small,NO-GO,claim +468/+131 0/40; cold_cap died at 120 reps,sub-6us 40-rep verdicts are noise; require 120+ reps
experiments/fused-training-megakernel/IMPROVEMENTS.md,232,v1,attention,Attention bwd split over GQA members + kv chunks,all,PROMOTED,dKV worst instr 190->47us,split along natural parallel axes before tuning inside
experiments/fused-training-megakernel/IMPROVEMENTS.md,238,v2,attention-fwd,Split-KV forward + combine op (C=4),nano/small,SUPERSEDED,nano neutral; small +5%,machinery later became the long-S fwd banding win
experiments/fused-training-megakernel/IMPROVEMENTS.md,246,P5,attention,FA-class WGMMA attention trio D=64,small,PROMOTED,small 9028->7118; fwd 3.34/5.63x dkv 2.1/3.3x dq 2.2/4.9x standalone,dual-major no-swizzle 64x64 smem; descriptor-level transposes
experiments/fused-training-megakernel/IMPROVEMENTS.md,257,unknown,attention,Attention chunk counts MK_ATTN_DKV_C/DQ_C,per-shape,PROMOTED,small 1/1 confirmed; qwen D128 C=1; generic D128 Cq 4->1 -85/-95us,in-model scheduling optimum not op optimum; resweep after structural rounds
experiments/fused-training-megakernel/IMPROVEMENTS.md,269,unknown,attention-fwd,FA2-style software-pipelined fwd MK_ATTN_PIPE,small,NO-GO,fwd span 245->297; step +245us,pipeline depth not free below ~1/8 occupancy
experiments/fused-training-megakernel/IMPROVEMENTS.md,277,unknown,attention,Attention loader lane remap (conflict-free INTER stores),all,NEUTRAL,fewer smem port cycles; timing flat,bank conflicts only matter where fill is exposed
experiments/fused-training-megakernel/IMPROVEMENTS.md,282,unknown,attention-dkv,DKV S/dP wgmma x2 batching first attempts,small/S2048/S4096,SUPERSEDED,totals 1145/4325->1169/4511; DQ x2 +3.9/+14.1,won later whole via 5b8b3db fused-ALU restructure + dispatch unspill
experiments/fused-training-megakernel/IMPROVEMENTS.md,293,unknown,attention-dkv,DKV G2 fusion (GQA-pair tiles per KV tile),small/S2048/S4096,NO-GO,+221/+323/+455; control 80/80,lost G-parallelism dominates saved reloads and drains
experiments/fused-training-megakernel/IMPROVEMENTS.md,299,unknown,attention-fwd,Forward register-direct O epilogue,nano/S4096,NO-GO,nano 1247/1230; S4096 4298/4262 variant/control,smem-coalesced O drain already hidden; register-direct scatters
experiments/fused-training-megakernel/IMPROVEMENTS.md,307,unknown,attention-dq,DQ epilogue family (C=1 direct/register-direct/float2),small/long-S,PROMOTED,small -23; S4096 -66/-40; S8192 -30; chunked C>1 atomics NO-GO,Cq=1 single writer deletes staging and atomics
experiments/fused-training-megakernel/IMPROVEMENTS.md,317,2026-07-04,attention-dkv,DKV epilogue family (direct atomic -> float2),all D64,FLIP-PROMOTED,-17.8 nano..-49.4 small; float2 -5.7..-55.5 long-S; forced-old loses -29..-94,epilogue verdicts not permanent; resweep after route changes
experiments/fused-training-megakernel/IMPROVEMENTS.md,327,unknown,attention,Attention tail-barrier elision,nano/small/S4096,NO-GO,1240->1276; 4328->4515; 4267->4430; 0 paired wins,final syncs cheaper than the runtime branch guarding them
experiments/fused-training-megakernel/IMPROVEMENTS.md,334,unknown,attention,Masked-work skip family,nano/small/S3072/S4096,NO-GO,masked-exp small +223 nano +31; dQ split-mask +42/+46,per-element branch cost overwhelms saved SFU work
experiments/fused-training-megakernel/IMPROVEMENTS.md,342,P4b,attention,C=1 straggler diagnosis + banded bwd chunking,S2048-S8192,PROMOTED,S8192 -531.7/-524.6; S4096 -80.7/-78.7; 40/40 everywhere,work-proportional splitting of only the long causal tiles
experiments/fused-training-megakernel/IMPROVEMENTS.md,354,P4b,attention,Short-S banding,S512/S1024,NO-GO,S512 T4 +15.2us; degenerate T loses +22..+70,straggler fixes need a straggler; gate S>=2048
experiments/fused-training-megakernel/IMPROVEMENTS.md,359,P4b,scheduling,Band emission order (lpt vs dq_first),S8192,PROMOTED,dq_first S8192 -88/-105us 16/16; broadening loses +9..+63,starved consumer only at S8192; elsewhere waits are absorbed overlap
experiments/fused-training-megakernel/IMPROVEMENTS.md,368,P4b,attention-fwd,Forward banding (flash-decoding partials + combine),S2048-S8192,PROMOTED,S8192 T64 -452/-481; band-off recheck +525us 0/16,reuses parked split-KV ops; sharp T optima; bf16 partials cost ~2x error
experiments/fused-training-megakernel/IMPROVEMENTS.md,377,P4b,attention,Band budget retunes (T per shape),S2048-S8192,PROMOTED,S4096 T29 -60us x3; S2048 T12 -30/-37; S8192 T40 -88/-110,every structural change moves the packing balance
experiments/fused-training-megakernel/IMPROVEMENTS.md,385,P4b,attention-fwd,Combine row batching MK_ATTN_COMBINE_R=8,S3072-S8192,PROMOTED,-33/-28; -28/-24; -69/-46us,combine tile was one row = 2-4k tiny claim transactions
experiments/fused-training-megakernel/IMPROVEMENTS.md,392,P4b,attention-fwd,Combine weight-array unroll,S8192/S4096,PROMOTED,S8192 -29/-44; S4096 +18.4/+7.3; S3072 regresses,dynamically-indexed local array was the only real local traffic
experiments/fused-training-megakernel/IMPROVEMENTS.md,400,P4b,attention-onepass,Fused one-pass attention bwd (dQ inside DKV),S4096,NO-GO,+119us 0/40 parity clean,write amplification: fp32 atomic stores don't cache; saved K/V re-reads were L2-resident
experiments/fused-training-megakernel/IMPROVEMENTS.md,409,P4b,attention-fwd,Fwd KV-widening w128 (FA4-B port),S512-S8192,NO-GO,S4096 +18.7 despite +11-19% standalone; partials port +23/+25,absorption strike 5; halved boundary cost lands off the realized path
experiments/fused-training-megakernel/IMPROVEMENTS.md,419,P4b,attention-dkv,DKV row-scalar broadcast (LSE/Drow via shuffle),S8192,SUPERSEDED,-16.9/-14.0 promoted; post-mbar-ring forced-old wins -32.4/-30.8 16/16,micro-wins near noise floor are composition-fragile; un-promote
experiments/fused-training-megakernel/IMPROVEMENTS.md,428,P4b,attention-dkv,Cheap DKV cross-stage reschedule (no extra smem),probe,NO-GO-CORRECTNESS,test_ops hung at RUN DKV_WG twice,buffer reuse deadlocks without full ping-pong/ring ownership
experiments/fused-training-megakernel/IMPROVEMENTS.md,435,Jul6,attention-dkv,S/dP one-commit batch + fused ALU (dkv+dq),all D64,PROMOTED,S8192 -113/-94 both orders,deletes a warpgroup drain + P smem round-trip per 64-row stage
experiments/fused-training-megakernel/IMPROVEMENTS.md,444,Jul6,attention-fwd,Fwd PV cross-stage pipeline (triple-buffered K/V),S8192/small,PROMOTED,S8192 -47 isolated; small -17; bitwise parity,drain-hiding pays only where the op monopolizes the machine
experiments/fused-training-megakernel/IMPROVEMENTS.md,451,Jul6,attention,D=128 WGMMA attention trio (fwd/dkv/dq WG128),qwen,PROMOTED,qwen4b-l1 -1586/-1846us env; ~9% of step,split-D across warpgroups; redundant-S; P-parking
experiments/fused-training-megakernel/IMPROVEMENTS.md,462,Jul6,attention-dq,D=128 dQ row-split + register-A dS feed,qwen,PROMOTED,dQ span 317.6->186.0us; op 103.65->99.62; dKV S^T feed NO-GO,keeps single-writer epilogue; deletes dS smem+fence+sync; measure binary-wide tax
experiments/fused-training-megakernel/IMPROVEMENTS.md,473,Jul6,attention-fwd,D=128 fwd mbarrier ring,qwen,PROMOTED,+38.1/+31.7 old-minus-new; fwd span 225->131.5,two-stage K/V mbarrier ring removes forward stage boundary
experiments/fused-training-megakernel/IMPROVEMENTS.md,482,v0,gemm-fwd,Vectorized coalesced tile loads all four layouts,all,PROMOTED,+2x,vectorize global loads before anything else
experiments/fused-training-megakernel/IMPROVEMENTS.md,486,v0,gemm-fwd,Register-prefetch K-loop pipelining,all,PROMOTED,single-buffered was latency-bound ~33us/wave,1-deep prefetch beats none; more depth needs occupancy
experiments/fused-training-megakernel/IMPROVEMENTS.md,490,v0,gemm-dw,Split-K for tiny-tile matrices,all,PROMOTED,dlogits@Wlm K=8192 145->40us,worth it only while tiles << blocks
experiments/fused-training-megakernel/IMPROVEMENTS.md,496,unknown,gemm-fwd,cp.async BK=64 WMMA rewrite,all,NO-GO,~-10% in-model; microbench flat,WMMA surgery is not a Hopper pipeline
experiments/fused-training-megakernel/IMPROVEMENTS.md,501,v2,gemm-fwd,wgmma NT path,small,PROMOTED,small ~4%; branch-free accumulate ~94% per-SM peak,data-dependent ternary between arrive/commit serializes every wgmma
experiments/fused-training-megakernel/IMPROVEMENTS.md,510,v2,gemm-fwd,m64n64 retile + smem-staged vectorized epilogue,nano,PROMOTED,1.93->1.85ms,32 accumulators restore block density; coalesced staged stores
experiments/fused-training-megakernel/IMPROVEMENTS.md,517,unknown,gemm-fwd,Deeper wgmma mainloops (3/4-stage),small,NO-GO,NT heavy hitters flat ~50/~224/~46us,limiter was stage fill (bank conflicts) not depth
experiments/fused-training-megakernel/IMPROVEMENTS.md,524,unknown,tma-smem,SW128 swizzled operand slabs,all,PROMOTED,GEMMNN 516->254us; scoreboard 1468->1260 nano / 5626->4465 small,no-swizzle INTER made cp.async stores 8-way bank-conflicted
experiments/fused-training-megakernel/IMPROVEMENTS.md,532,unknown,gemm-fwd,m64n128 (n128) tiles,small,PROMOTED,NT -146; NN -28; lm_head span 280->194,64 accs fit 255 regs; half B-traffic per FLOP
experiments/fused-training-megakernel/IMPROVEMENTS.md,541,unknown,gemm-fwd,n128 feed/store variants,small,NO-GO,stage3 +66.6us 0/400; direct-store +16.8,n128 win was tile geometry not feed depth
experiments/fused-training-megakernel/IMPROVEMENTS.md,546,unknown,gemm-fwd,Direct-BF16 GEMM epilogue (skip smem drain),S128/small,PROMOTED,S128 -1..-5us; post-n128 small -27.8/-27.0 80/80,exact-shape gate; do not broaden
experiments/fused-training-megakernel/IMPROVEMENTS.md,552,unknown,lm-head,Fat lm-head tiles (staged 128x256),qwen,NO-GO,160KB page fails cooperative launch; 100KB variant loses generally,per-op smem appetite is a global tax; became the n256 route
experiments/fused-training-megakernel/IMPROVEMENTS.md,561,unknown,qwen,qwen n256 direct-store route family,qwen,PROMOTED,qwen step 22.1ms->~8.5ms compounded; broad-route rejections elsewhere,giant-K/N rows amortize 256-wide tiles; kill sk==1 atomics on sight
experiments/fused-training-megakernel/IMPROVEMENTS.md,574,unknown,qwen,n256 stage3 operand ring + N-major tile order,qwen,PROMOTED,stage3 +424/+387 old-minus-new 32/32; N-major +35..+87,148KB page already funded; respend it on feed depth
experiments/fused-training-megakernel/IMPROVEMENTS.md,584,unknown,tma-smem,mbarrier feed-ring for GEMM,long-S/qwen,FLIP-PROMOTED,generic NO-GO nano +15.2; gated: small -76.0 80/80; S8192 -150.1; qwen -169/-191,ring pays only where CTA-sync refill was an exposed boundary
experiments/fused-training-megakernel/IMPROVEMENTS.md,597,unknown,architecture,Cluster B-sharing family (DSMEM/TMA multicast),probe,NO-GO,pair probe 46.7 vs 44.1us plain cp.async,GMMA descriptor can't encode cluster rank; L2 already dedupes B
experiments/fused-training-megakernel/IMPROVEMENTS.md,608,unknown,gemm-dx,Deep SW128 stages for long-K dX (S8),probe,NO-GO,187.4->175.8 standalone but 208KB page costs +6..+95us,global-smem-page law makes standalone wins unroutable
experiments/fused-training-megakernel/IMPROVEMENTS.md,614,unknown,lm-head,256-row supertile + NT-floor diagnosis,probe,VALIDATED-PARKED,NT lm_head 177->144us (+18%) standalone; NT floored 1.66x vs nvjet,C-write rate 0.95 vs 1.54 TB/s; residual is DRAM writeback policy
experiments/fused-training-megakernel/IMPROVEMENTS.md,624,unknown,gemm-fwd,NN transpose-staging (K-major via smem transpose),probe,NO-GO,NT 12.93 vs NN 12.96us; explicit transpose +2.4us,NN penalty lives at in-model shell level not the descriptor
experiments/fused-training-megakernel/IMPROVEMENTS.md,630,unknown,executor,Post-spill side probes (splitK-direct/noinline/iclk/claim264),small,NO-GO,3596/3608/3592 vs clean 3569us,remaining local traffic is ABI-frame class; stop hunting spill at LD zero
experiments/fused-training-megakernel/IMPROVEMENTS.md,639,Jul6,qwen,TMA feed for qwen n256 mbar ring (NN dX + TN dW),qwen,PROMOTED,qwen4b-l1 -622us merged head 9695->9073,elected-thread bulk-tensor replaces 12 slices + 256 arrivals; off-path TN dW frees issue slots
experiments/fused-training-megakernel/IMPROVEMENTS.md,653,Jul6,tma-smem,TMA feed at H256/D64 n256 shapes boundary sweep,s3072/s4096/s8192,PROMOTED,s3072 -7.1/-10.2 WIN; s4096 +6.1/+11.9 NO-GO; s8192 +27.3/+33.6 NO-GO,eligibility is a K-length question; long-K rows only
experiments/fused-training-megakernel/IMPROVEMENTS.md,668,v0,rowop,Warp-parallel qk-norm with smem-staged grad atomics,all,PROMOTED,~8% of step,stage tiny-buffer atomics through smem
experiments/fused-training-megakernel/IMPROVEMENTS.md,673,v1,rowop,Vectorized fills/converts + per-layer fp32 workspaces,all,PROMOTED,16K-chunk fill/convert,shared scratch chained layers through its zero-fill
experiments/fused-training-megakernel/IMPROVEMENTS.md,680,P1,rowop,CVT hop deletion via dy_f32 consumers,nano,PROMOTED,5 on-path CVT hops 112/346us; nano 1888->1833,convert-at-consumer beats convert-as-instruction
experiments/fused-training-megakernel/IMPROVEMENTS.md,687,unknown,rowop,Batched row ops MK_ROW_R=8 warp per row,nano/small,PROMOTED,nano -117; small -722; rowop spans 1.35-3.3x,warp-shuffle reductions delete 3 block barriers; one atomic per element per 8 rows
experiments/fused-training-megakernel/IMPROVEMENTS.md,694,unknown,rowop,RMSNorm-bwd row-gradient reduction (private partials),small,PROMOTED,on-path span 674->224us,8 row warps contended atomically on one shared [H] buffer
experiments/fused-training-megakernel/IMPROVEMENTS.md,700,unknown,rowop,Rowop MLP split R2=16 + register-lifetime law,nano/small,PROMOTED,nano -12; small -30; RMSNORM_BWD 565->467; caching reverts +240/+58/+142,register-resident reuse loses at 8 warps/SM; short lifetimes + more streams
experiments/fused-training-megakernel/IMPROVEMENTS.md,711,unknown,ce,op_ce_bwd uint4 IO,small,PROMOTED,CE_BWD 79->46us; two-row tile refuted,vectorize the V-wide pass; don't halve saturated tiles
experiments/fused-training-megakernel/IMPROVEMENTS.md,716,unknown,rowop,RMS four-row folds (BWD_R4/DX_R4),all,NO-GO,small +26.6 despite span 466->444; DX_R4 kept only H256/S2048,folding halves parallelism to save reduction work the machine had spare
experiments/fused-training-megakernel/IMPROVEMENTS.md,725,unknown,rowop,RMSNorm bwd dx/dw split,small,PROMOTED,small -8/-7; QKNORM dx/dw split NO-GO twice,pays when the dw atomic drain is the binding dependency
experiments/fused-training-megakernel/IMPROVEMENTS.md,734,P4b,rowop,QKNORM/ROPE-bwd V-passthrough split (split-V),S3072-S8192,FLIP-PROMOTED,S8192 -34.6/-63.5; S4096 -9.6/-12.4; S3072 -11/-13; short-S NO-GO,extra op's dependency cost outweighed until op long enough
experiments/fused-training-megakernel/IMPROVEMENTS.md,743,unknown,rowop,SwiGLU backward worker-count arc (R2/2W/3W/4W),per-shape,PROMOTED,small 4W -132/-121 after earlier +10.5 NO-GO; qwen 4W +356/+330,warps-per-row is a shape x scheduler knob; optimum moved every round
experiments/fused-training-megakernel/IMPROVEMENTS.md,755,unknown,rowop,SwiGLU sigmoid cache arc,per-shape,SUPERSEDED,cache WIN small -13.4 then cache-off wins -25.7/-22.7 post-4W; qwen rejected +95,memoization is a bandwidth-vs-SFU trade; re-measure per access pattern
experiments/fused-training-megakernel/IMPROVEMENTS.md,764,unknown,rowop,qk-norm bwd caches (D64/D128 cached-pair),all,PROMOTED,D64 -6.7..-30.5 across shapes; D128 qwen +25.5/+26.8 old-minus-new,cache to delete a second pass not to avoid a re-read
experiments/fused-training-megakernel/IMPROVEMENTS.md,772,unknown,rowop,Fixed-width RMS dx bodies (H256/H512/H2560 exact),H256 subset,PROMOTED,H256 S8192 -25/-43; H512 exact NO-GO; qwen H2560 R4 NO-GO,specialization pays only where the op is exposed on-path
experiments/fused-training-megakernel/IMPROVEMENTS.md,780,unknown,rowop,QKNORM_ROPE_BWD per-warp dw partials,small/S4096/S8192,PROMOTED,-21; -17; -43/-66us,per-lane atomics into one shared [D] array serialized ~30x above floor
experiments/fused-training-megakernel/IMPROVEMENTS.md,788,unknown,ce,CE fwd/bwd fusion OP_CE_FWD_BWD,qwen,NO-GO,-110 one order; +29 reverse; fused span 327 vs 34.7+296.4,spans concatenate; fusion must change dataflow not instruction count
experiments/fused-training-megakernel/IMPROVEMENTS.md,796,unknown,ce,CE_BWD label fixup (branch-free vocab loop),qwen/S8192/small,PROMOTED,qwen -26/-25; S8192 -44.8/-31.8 16/16; small -2.7/-3.3,removes per-element compare from V-wide hot loop
experiments/fused-training-megakernel/IMPROVEMENTS.md,804,unknown,ce,CE ignore-row skip,small/S1024,NO-GO,S1024 +9.5; recheck -2.6 then +19.4 reverted,weak win failing order reversal is a loss
experiments/fused-training-megakernel/IMPROVEMENTS.md,812,unknown,rowop,Sparse embedding-gradient clear,qwen,PROMOTED,+234/+254us old-minus-new 32/32 both,full [V;H] fill was 389M fp32 zeros per step; clear-what-you-touched
experiments/fused-training-megakernel/IMPROVEMENTS.md,820,unknown,fusion,SSQ fused epilogue defaults (bit13),per-shape,NEUTRAL,off at S2048/S3072 (+8.4/+3.0; +3.4/+7.7); small/nano confirmed on,even free fused reductions have a shape-dependent price
experiments/fused-training-megakernel/IMPROVEMENTS.md,828,unknown,rowop,Rowop long-S gap decomposition,S4096/S8192,CLOSED-BY-ANALYSIS,op cost ~260 vs baseline 254us = body parity,bucket is critical-path stretch from co-scheduling; QKNORM S8192 genuinely body-bound
experiments/fused-training-megakernel/IMPROVEMENTS.md,839,v2,fusion,qk-RMSNorm+RoPE fused into qkv gemm epilogue (bit8),D64,PROMOTED,kills 1 chain instr/layer; unfuse rechecks NO-GO twice,epilogue fusion pays when tile boundary IS the op boundary
experiments/fused-training-megakernel/IMPROVEMENTS.md,846,unknown,fusion,SwiGLU paired-column tiles (bit9),nano/small,NO-GO,+88/+297; silent 320B spill -8% everywhere,fusion reducing tile count needs tile-granular deps; check res-usage always
experiments/fused-training-megakernel/IMPROVEMENTS.md,854,unknown,fusion,CE/LSE partials in lm_head epilogue (bit11),all,NEUTRAL,within noise; cheapens the CE hop ~5x for free,keep free reductions riding an existing epilogue
experiments/fused-training-megakernel/IMPROVEMENTS.md,860,unknown,gemm-dx,wgmma NN/TN bwd routing,nano/small,FLIP-PROMOTED,NO-GO x3 (nano 1.85->2.05ms) then NN>=64 tiles wins post-SW128,routing no-go was a fill-bound body bug in disguise
experiments/fused-training-megakernel/IMPROVEMENTS.md,868,unknown,gemm-dx,NN threshold ladder MK_WGMMA_NN_MIN,per-shape,PROMOTED,nano 16: -18.6/-19.8 479/480; S1024 32: -108 180/180; late narrowing at small +28.7..+56.5,thresholds are measurements not constants; per exact shape
experiments/fused-training-megakernel/IMPROVEMENTS.md,879,unknown,gemm-dw,TN dW wgmma routing,long-S/small,FLIP-PROMOTED,first +226/+570 NO-GO; gated S8192 -333 S4096 -94/-107; forced-off +161..+174 0/40,sink routing depends on chain bandwidth need at that moment
experiments/fused-training-megakernel/IMPROVEMENTS.md,888,unknown,fusion,Drow/dOatt fused-epilogue route arc,per-shape,PROMOTED,wgmma-epilogue Drow -43us small; S4096 -30/-25; qwen n256 +152/+120,route width and fusion are separate decisions; measure each pairing
experiments/fused-training-megakernel/IMPROVEMENTS.md,897,unknown,gemm-dx,head-dX split-K target arc (dlogits @ Wlm),per-shape,PROMOTED,512->256 (-21/-28)->per-shape 96/64/32; sk=1 no-atomic -7.7..-21.9,re-derive split targets after every route change; kill sk==1 atomics
experiments/fused-training-megakernel/IMPROVEMENTS.md,906,unknown,gemm-dw,Cold dW split-target arc,all,PROMOTED,192/128: -57 nano -232 small; 96/64: -27..-75,deliberately under-parallelize sinks; they only need to finish by step end
experiments/fused-training-megakernel/IMPROVEMENTS.md,914,unknown,gemm-dx,dX split side-knobs,all,NO-GO,dxwg split-K +80..+122 0 wins; nano n128 split +110..+188,the <32-tile split-K gate survived every attack
experiments/fused-training-megakernel/IMPROVEMENTS.md,920,unknown,lm-head,lm-head n128 per-shape gates,short-S/nano/deep,PROMOTED,S128 -49.8; deep -38.1; small forced-off loses -48.9; S256 late off +6.5/+5.9,gate by row count with per-shape overrides; re-verify survivors
experiments/fused-training-megakernel/IMPROVEMENTS.md,929,unknown,fusion,Fused-qkrope tile widening,long-S,PROMOTED,n128 two-head S3072/S4096 -41/-43 40/40; S8192 +56/+52 old-minus-new; n256 NO-GO +34/+25,widen only to the width the epilogue math actually tiles
experiments/fused-training-megakernel/IMPROVEMENTS.md,937,unknown,lm-head,n256 direct routes for long-S head block,S3072-S8192,PROMOTED,S3072 -52/-58; S4096 -45/-54; S8192 -245/-247; loses small/S2048 +99/+66,exact-shape gates rot; re-audit existing routes for new shape classes
experiments/fused-training-megakernel/IMPROVEMENTS.md,945,unknown,fusion,Epilogue fusion phase 1 (MLP rmsnorm dissolution),long-S/small,NO-GO,long-S +10-19 worse; small wash,hop replacement is not hop deletion
experiments/fused-training-megakernel/IMPROVEMENTS.md,953,unknown,fusion,Epilogue fusion phase 2 (MLP xn2 deletion via scaled dW B-load),probe,NO-GO,+16.32/+15.58us 1/40+0/40,scaled operand feed is on-path arithmetic not free traffic deletion
experiments/fused-training-megakernel/IMPROVEMENTS.md,965,Jul7,gemm-dx,head-dX SKR in-model port (splitK + separate reduce),small/nano/deep,PROMOTED,small skr=2 -115/-112 40/40 x4; nano/deep skr=4 -12/-31..-35; s128/s256/s2048 NO-GO,one giant sub-wave long-K gemm amortizes one reduce; never per-layer
experiments/fused-training-megakernel/IMPROVEMENTS.md,978,Jul7,gemm-dx,head-dX SKR at s3072/s4096 (round 4),s3072/s4096,PROMOTED,-118.6/-120.6 40/40 and -90.0/-75.6; forced-old +95.2/+89.4,sub-wave n256 tiles worse than more n128 tiles when CTAs<<SMs
experiments/fused-training-megakernel/IMPROVEMENTS.md,993,Jul7,lm-head,lm_head fwd n256 resweep cascade,small/s1024/s2048,FLIP-PROMOTED,-33/-23; -11/-12; -25/-21 both orders,same-day SKR and mbar-ring promotions flipped correctly-rejected cells
